id;cognome;nome;ruoli
187014;Alighieri;Dante;AUTORE
187125;Allende;Isabel;AUTORE
188524;Vivarelli;Anna;AUTORE
191845;Baricco;Alessandro;"AUTORE;CONTRIBUTI;PREFATORE"
194054;Benni;Stefano;"AUTORE;INTERPRETE"
194090;Gardner;Howard;AUTORE
197555;Bonsiepe;Gui;"AUTORE;PREFATORE"
201391;Dickens;Charles;AUTORE
205730;Chiapponi;Medardo;"AUTORE;CURATORE"
207085;Coe;Jonathan;AUTORE
211152;Davis;Mike;"AUTORE;PREFATORE"
212561;Defoe;Daniel;AUTORE
215337;Duras;Marguerite;AUTORE
216237;Eschilo;;AUTORE
217509;Feltrinelli;Carlo;"AUTORE;CONTRIBUTI;PREFATORE"
221379;Shakespeare;William;AUTORE
223710;Goethe;Johann Wolfgang;AUTORE
229321;Wilde;Oscar;AUTORE
229390;Jodorowsky;Alejandro;AUTORE
240557;Mishima;Yukio;AUTORE
244436;Orlev;Uri;AUTORE
246704;Pennac;Daniel;AUTORE
253245;Rumiz;Paolo;"AUTORE;INTERPRETE;PREFATORE"
253956;Salvago Raggi;Camilla;TRADUTTORE
256579;Shelley;Percy Bysshe;AUTORE
258789;Strada;Gino;"AUTORE;CONTRIBUTI;PREFATORE"
261563;Twain;Mark;AUTORE
261672;Uhlman;Fred;AUTORE
264889;Woolf;Virginia;"AUTORE;CONTRIBUTI"
265057;Yoshimoto;Banana;AUTORE
271396;Buitoni;Maria;TRADUTTORE
271397;Corsini;Gianfranco;TRADUTTORE
271398;Miniati;Gianni;TRADUTTORE
272569;Martinelli;Ilaria;ILLUSTRATORE
491984;Scheffler;Axel;ILLUSTRATORE
492006;Juul;Jesper;AUTORE
499928;Himanen;Pekka;AUTORE
499937;Noulian;Laura;TRADUTTORE
499972;Risari;Guia;"AUTORE;TRADUTTORE"
500038;Bocca;Giorgio;AUTORE
500065;Massaron;Stefano;TRADUTTORE
1000013;Roncaglia;Silvia;AUTORE
1000226;Zanotelli;Alex;AUTORE
1000284;Agliardi;Allegra;"AUTORE;ILLUSTRATORE"
1000310;Ciani;Maria Grazia;"AUTORE;CURATORE"
1000313;Gide;André;AUTORE
1000314;Vaccari Spagnol;Elena;TRADUTTORE
1000344;Valenti;Stefano;"AUTORE;CURATORE;TRADUTTORE"
1000371;Bakan;Joel;AUTORE
1000407;Rota Sperti;Silvia;"CURATORE;TRADUTTORE"
1000468;Rosoff;Meg;AUTORE
1000469;Volpi;Cristina;TRADUTTORE
1000477;Lerner;Gad;"AUTORE;CURATORE;INTERPRETE;PREFATORE"
1000621;Caridi;Paola;"AUTORE;CURATORE;TRADUTTORE"
1000628;Anand Videha;Swami;"CURATORE;TRADUTTORE"
1000631;Giammaria;Duilio;AUTORE
1000647;Grasso;Pietro;AUTORE
1000692;Cantoni;Elena;TRADUTTORE
1000707;Macaluso;Emanuele;"AUTORE;CONTRIBUTI"
1000739;Oliveri;Adele;TRADUTTORE
1000870;Patel;Raj;AUTORE
1000877;Cerasoli;Anna;AUTORE
1000946;Sunstein;Cass R.;AUTORE
1000947;Thaler;Richard;AUTORE
1001003;Chiappero-Martinetti;Enrica;"AUTORE;CURATORE"
1001022;Sorrentino;Paolo;AUTORE
1001082;Ceccarelli;Filippo;AUTORE
1001103;Follaco;Gala Maria;TRADUTTORE
10008472;Saviano;Roberto;"AUTORE;CONTRIBUTI;PREFATORE"
10008478;Malimpensa;Cristina;"ILLUSTRATORE;TRADUTTORE"
10008482;Birattari;Massimo;AUTORE
10008546;Conan Doyle;Arthur;AUTORE
10008547;Ciccotti;Caterina;"CURATORE;TRADUTTORE"
